strategy,seed,noise_rate,n_reviews,precision,recall,f1,accuracy,fpr,n_flagged,n_positive,roc_auc,average_precision
no_hitl,0,0.0,0,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9996281808622502,0.9654137017551283
no_hitl,0,0.0,10,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9996281808622502,0.9654137017551283
no_hitl,0,0.0,20,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9996281808622502,0.9654137017551283
no_hitl,0,0.0,30,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9996281808622502,0.9654137017551283
no_hitl,0,0.0,40,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9996281808622502,0.9654137017551283
no_hitl,0,0.0,50,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9996281808622502,0.9654137017551283
no_hitl,0,0.0,60,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9996281808622502,0.9654137017551283
no_hitl,0,0.0,70,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9996281808622502,0.9654137017551283
no_hitl,0,0.0,80,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9996281808622502,0.9654137017551283
no_hitl,0,0.0,90,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9996281808622502,0.9654137017551283
no_hitl,0,0.0,100,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9996281808622502,0.9654137017551283
no_hitl,0,0.0,110,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9996281808622502,0.9654137017551283
no_hitl,0,0.0,120,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9996281808622502,0.9654137017551283
no_hitl,0,0.0,130,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9996281808622502,0.9654137017551283
no_hitl,0,0.0,140,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9996281808622502,0.9654137017551283
no_hitl,0,0.0,150,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9996281808622502,0.9654137017551283
no_hitl,0,0.0,160,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9996281808622502,0.9654137017551283
no_hitl,0,0.0,170,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9996281808622502,0.9654137017551283
no_hitl,0,0.0,180,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9996281808622502,0.9654137017551283
no_hitl,0,0.0,190,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9996281808622502,0.9654137017551283
no_hitl,0,0.0,200,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9996281808622502,0.9654137017551283
no_hitl,1,0.0,0,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9993371188222923,0.9515410321351309
no_hitl,1,0.0,10,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9993371188222923,0.9515410321351309
no_hitl,1,0.0,20,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9993371188222923,0.9515410321351309
no_hitl,1,0.0,30,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9993371188222923,0.9515410321351309
no_hitl,1,0.0,40,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9993371188222923,0.9515410321351309
no_hitl,1,0.0,50,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9993371188222923,0.9515410321351309
no_hitl,1,0.0,60,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9993371188222923,0.9515410321351309
no_hitl,1,0.0,70,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9993371188222923,0.9515410321351309
no_hitl,1,0.0,80,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9993371188222923,0.9515410321351309
no_hitl,1,0.0,90,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9993371188222923,0.9515410321351309
no_hitl,1,0.0,100,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9993371188222923,0.9515410321351309
no_hitl,1,0.0,110,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9993371188222923,0.9515410321351309
no_hitl,1,0.0,120,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9993371188222923,0.9515410321351309
no_hitl,1,0.0,130,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9993371188222923,0.9515410321351309
no_hitl,1,0.0,140,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9993371188222923,0.9515410321351309
no_hitl,1,0.0,150,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9993371188222923,0.9515410321351309
no_hitl,1,0.0,160,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9993371188222923,0.9515410321351309
no_hitl,1,0.0,170,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9993371188222923,0.9515410321351309
no_hitl,1,0.0,180,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9993371188222923,0.9515410321351309
no_hitl,1,0.0,190,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9993371188222923,0.9515410321351309
no_hitl,1,0.0,200,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9993371188222923,0.9515410321351309
no_hitl,2,0.0,0,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9993640378548896,0.9509105372233266
no_hitl,2,0.0,10,0.9066666666666666,0.9066666666666666,0.9066666666666666,0.99825,0.0008832807570977918,75,75,0.9993640378548896,0.9509105372233266
